time,open,high,low,close,volume
2026-01-19T00:00:00+00:00,1.1627906560897827,1.1641442775726318,1.161170482635498,1.163602590560913,0
2026-01-19T01:00:00+00:00,1.1634671688079834,1.163602590560913,1.162520408630371,1.162520408630371,0
2026-01-19T02:00:00+00:00,1.162520408630371,1.1626555919647217,1.1619800329208374,1.1621150970458984,0
2026-01-19T03:00:00+00:00,1.16225004196167,1.1629259586334229,1.1619800329208374,1.1627906560897827,0
2026-01-19T04:00:00+00:00,1.1629259586334229,1.163602590560913,1.1629259586334229,1.163602590560913,0
2026-01-19T05:00:00+00:00,1.1637378931045532,1.1640088558197021,1.163061261177063,1.163061261177063,0
2026-01-19T06:00:00+00:00,1.1631964445114136,1.1634671688079834,1.1629259586334229,1.1631964445114136,0
2026-01-19T07:00:00+00:00,1.163061261177063,1.1644154787063599,1.1626555919647217,1.1629259586334229,0
2026-01-19T08:00:00+00:00,1.163061261177063,1.1631964445114136,1.16225004196167,1.1627906560897827,0
2026-01-19T09:00:00+00:00,1.1627906560897827,1.1633317470550537,1.161440134048462,1.1626555919647217,0
2026-01-19T10:00:00+00:00,1.1627906560897827,1.1631964445114136,1.162520408630371,1.1629259586334229,0
2026-01-19T11:00:00+00:00,1.1627906560897827,1.1631964445114136,1.1623852252960205,1.1631964445114136,0
2026-01-19T12:00:00+00:00,1.163061261177063,1.163602590560913,1.1629259586334229,1.1629259586334229,0
2026-01-19T13:00:00+00:00,1.163061261177063,1.163873314857483,1.163061261177063,1.1634671688079834,0
2026-01-19T14:00:00+00:00,1.1634671688079834,1.1645511388778687,1.1633317470550537,1.1644154787063599,0
2026-01-19T15:00:00+00:00,1.1642799377441406,1.164686679840088,1.163602590560913,1.1642799377441406,0
2026-01-19T16:00:00+00:00,1.1642799377441406,1.1650937795639038,1.1641442775726318,1.1645511388778687,0
2026-01-19T17:00:00+00:00,1.1645511388778687,1.164958119392395,1.1644154787063599,1.164958119392395,0
2026-01-19T18:00:00+00:00,1.164958119392395,1.1652295589447021,1.164686679840088,1.164686679840088,0
2026-01-19T19:00:00+00:00,1.164686679840088,1.1650937795639038,1.1645511388778687,1.164686679840088,0
2026-01-19T20:00:00+00:00,1.164686679840088,1.1648223400115967,1.1645511388778687,1.1648223400115967,0
2026-01-19T21:00:00+00:00,1.1648223400115967,1.164958119392395,1.164686679840088,1.164958119392395,0
2026-01-19T22:00:00+00:00,1.1656370162963867,1.1656370162963867,1.1642799377441406,1.164686679840088,0
2026-01-19T23:00:00+00:00,1.164958119392395,1.164958119392395,1.1642799377441406,1.1642799377441406,0
2026-01-20T00:00:00+00:00,1.1642799377441406,1.1644154787063599,1.163602590560913,1.1644154787063599,0
